,text,label
24,Ivorian parties agree to peace proposals Abidjan - President Thabo Mbeki on Monday said Ivorian groups embroiled in a bitter two-year civil upheaval have agreed to four proposals to put the troubled west African country back on the road to peace.,0
25,Uranium deal threat as Iran pushes for exemptions IRAN insisted yesterday that it had a right to exempt some equipment from an agreement with the European Union to freeze its uranium enrichment programme - a move diplomats said threatened to scuttle the deal.,0
26,Many Now Worry AIDS Drug Will Be Halted (AP) AP - Doctors and AIDS activists in Africa are worried governments may halt use of an AIDS drug that has protected thousands of babies from HIV infection in reaction to concerns about the drug's testing and effect on pregnant women.,0
27,Dutch debate a 'values' divide after slaying The murder of filmmaker Theo van Gogh underscores growing tensions in the Netherlands over Muslim integration.,0
28,"After 800 years, church leaders are still making bones over claim &lt;b&gt;...&lt;/b&gt; Roman Catholics and Orthodox Christians were last night locked in dispute over an 800-year-old war crime and a box of 1,600-year-old bones that was meant to have brought them a giant step closer to reunification.",0
29,"US, Iraqi assessments: insurgents will to fight not broken by &lt;b&gt;...&lt;/b&gt; BAGHDAD, Iraq Expert assessments have concluded the recapture of Fallujah has not broken the insurgents #39; will to fight and may not pay the big security dividend US planners had hoped for.",0
30,"Putin in push to extend his term RUSSIAN President Vladimir Putin is considering extending his term of office, due to expire in 2008, in a sign of his determination to tighten his grip on power and crack down on terrorism after the Beslan school massacre.",0
31,"REGION: EU warns Iran nuclear row could still go to UN STRASBOURG: The EU reiterated on Wednesday that an accord on Irans nuclear plans was a step in the right direction, but warned the row may still go to the UN Security Council if the deal is not rapidly implemented.",0
32,"Two Blasts Rip Through Baghdad, Killing 8 BAGHDAD, Iraq - A car bomb exploded at an entrance to the Green Zone, a heavily fortified area in Baghdad that houses the U.S. Embassy and Iraqi government buildings, killing at least eight people and wounding about 50, hospital and military officials said...",0
33,"First black judge joining British High Court Britain appointed its first black High Court judge yesterday and she predicted she would be ''the first of many. quot; The Department for Constitutional Affairs confirmed the appointment of Linda Dobbs, 53, the first black lawyer promoted beyond the ranks of circuit judges, who hear lesser cases. Joining the High Court will give her access to some of the country's most ...",0
34,"Bambang: If we lack credibility or integrity, we are worthless Bambang Harymurti showed no signs of being broken in spirit when a panel of judges at the Central Jakarta District Court found him guilty of libel and sentenced him to a year in prison on Thursday.",0
35,Israel's Sharon Accuses Far-Right of Inciting War  JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon  accused far-rightists on Sunday of trying to incite civil war  over his plan to withdraw from the occupied Gaza Strip and  called for measures to curb such groups.,0
36,"Afghan Leader Survives Assassination Try Assailants fired a rocket at an American helicopter taking President Hamid Karzai on a rare foray into Afghanistan #39;s troubled provinces Thursday, but it missed and he escaped injury.",0
37,Israeli Hard-Liners Denounce Gaza Disengagement Plan A large number of prominent Israeli hard-liners are describing Prime Minister Ariel Sharon #39;s plan to dismantle Jewish settlements in Gaza and a small portion of the West Bank as a  quot;crime against humanity.,0
38,"Japan troops may remain in Iraq The troops, who are doing humanitarian work, were due to leave by 14 December. But the deadline may be extended, according to a government spokesman.",0
39,"Safe injection site visited by 600 users daily ""exceeding expectations:"" report (Canadian Press) Canadian Press - VANCOUVER (CP) - Operators of North America's first safe injection site for intravenous drug users are claiming success, saying the site has ""saved lives and improved lives.""",0
40,"Iraq Peace Mission in Najaf; Baghdad Blast Kills 7  NAJAF, Iraq (Reuters) - Iraqi political and religious  leaders trying to end a radical Shi'ite uprising flew into  Najaf Tuesday, where U.S. troops and militia fought pitched  battles near the country's holiest Islamic sites.",0
41,"Professor devises climate-based model to predict football sackings (AFP) AFP - The life of a football manager in the English Premiership is frantic, pressured and apt to end in sometimes arbitrary dismissal. But now under-fire bosses can predict when they might face the sack -- using the weather.",0
42,"Sri Lanka Reactivates Dormant Death Penalty  COLOMBO (Reuters) - Sri Lanka reactivated its dormant death  penalty Saturday for murder, rape and drug trafficking after a  near 30-year lull, the government said, a day after a high  court judge was murdered in the capital.",0
43,"US posts warning for Nordic, Baltic states The US government has warned its citizens in Nordic and Baltic states of the threat of imminent terrorist attacks, the BBC said Monday.",0
44,"Ukrainian President Criticizes Court Order for New Vote In his first interview since Ukraine held a disputed election, Leonid D. Kuchma blamed the candidates and external pressure.",0
45,"34 children killed in attack BAGHDAD, SEPTEMBER 30: Insurgents detonated three car bombs near a US Military convoy in Baghdad on Thursday, killing 41 people, 34 of them children who were rushing to collect sweets from American troops.",0
46,"Kabila sends 10,000 troops to border KINSHASA, Friday - The Democratic Republic of Congo (DRC) on Thursday began deploying troops to the east of the country amid reports that Rwandan forces were operating in the area and thousands of civilians were fleeing clashes.",0
47,"British Soldier Killed in Iraq A British soldier has been killed and another injured after clashes with militia forces in the southern Iraqi city of Basra, said the British Army. ",0
48,"US embassies issue terror threat warning in northern Europe HELSINKI, Finland US embassies in northern Europe say they have received  quot;threat information quot; and are urging Americans living in the Nordic and Baltic regions to be cautious.",0
49,"Report: SEC to Sanction 3 Stock Exchanges (AP) AP - Federal regulators are planning to sanction three U.S. stock exchanges for allowing trading firms to cheat investors by allegedly failing to fully enforce their rules, according to a newspaper report Friday.",0
50,"Unions Threaten to Extend Nigeria Strike ABUJA, Nigeria - Nigerian unions threatened to extend their nationwide general strike, which entered its third day on Wednesday, increasing concerns about production in Africa #39;s biggest oil-exporting nation.",0
51,IAEA chief arrives in South Korea amid concerns over nuclear &lt;b&gt;...&lt;/b&gt; The head of the International Atomic Energy Agency arrived in South Korea on Sunday amid concerns over the country #39;s past nuclear experiments.,0
52,"Terrorism isnt just US, Israeli problem When the controversial Dutch artist and filmmaker Theo van Gogh was slain in an Amsterdam street last week by a Muslim suspect, it was more than a murder story.",0
53,"Tigers Edge Mariners in 11 Wild Innings DETROIT - Craig Monroe hit an RBI single with one out in the 11th inning, leading the Detroit Tigers to a wild 11-10 victory over the Seattle Mariners on Saturday night.    The teams combined for a Comerica Park-record 36 hits, including 21 by Seattle...",0
54,Zimbabwe #39;s opposition threatens to boycott elections Zimbabwe #39;s main opposition party Movement for Democratic Change (MDC) has threatened to boycott all elections in the country until the government implements  quot;real quot; electoral ,0
55,"2 held over Madrid train bombings Madrid, Spain (CNN) -- Police arrested two men on Friday in eastern Spain for alleged links to the Madrid train bombings last March, an Interior Ministry spokeswoman told CNN. ",0
56,"U.S. Plane Launches Airstrike in Fallujah (AP) AP - U.S. forces launched an airstrike Friday in the troubled Iraqi city of Fallujah, witnesses said. A U.S. plane fired at least one missile into an industrial area of the city, located 40 miles west of Baghdad, witnesses said. There were no immediate reports of casualties.",0
57,"Michael Jackson's Dad Has Ulcer Surgery LOS ANGELES - Joseph Jackson, Michael Jackson's father, had surgery Friday to fix two bleeding ulcers in his stomach, his lawyer said.    Jackson went to the hospital several days ago with what he had believed was food poisoning, but doctors detected the ulcers, his attorney, Debra Opri, told The Associated Press...",0
58,"Car bomb explodes in Mosul, wounding 5 MOSUL, Iraq -- A car bomb exploded Friday near an American armored vehicle in the northern Iraq city of Mosul, wounding five US soldiers, the military said.",0
59,"'Alien Vs. Predator' Smacks Down Rivals LOS ANGELES - Movie-goers were easy prey for a double dose of space invaders. The sci-fi smackdown ""Alien vs...",0
60,"Stocks Edge Higher As Oil Prices Fall NEW YORK - Stocks moved slightly higher Friday as investors tried to uncouple share prices from skyrocketing oil costs, helped in afternoon trading by falling oil prices that had earlier reached new highs and flirted with \$50 per barrel.    A barrel of light crude was quoted at \$48.15, down 55 cents, on the New York Mercantile Exchange after hitting a record intraday high earlier in the session at \$49.40...",0
61,"PEACE ON EARTH As the holiday season approaches, there is no greater hope for Peace on Earth and Goodwill to men than this months awarding of the Nobel Peace Prize to Kenyan conservationist Wangari Maathai, who has become a symbol of peace and harmony between Man and ",0
62,"Heavy storms pound Italy; two killed when landslide sweeps house Two Italians were killed in a landslide this weekend as fierce storms pounded the country, causing floods that slowed trains, cut off traffic and forced hundreds of people to evacuate their homes.",0
63,"Indonesia Police Step Up Hunt for Bombers JAKARTA, Indonesia - Indonesian police found traces of the explosives used in the suicide bombing of the Australian Embassy inside a room rented by the two alleged bombmakers, the national police chief said Saturday.    Police also released security camera footage showing the small white delivery truck driving past the heavily fortified mission in Jakarta moments before it exploded, killing nine people and wounding more than 170...",0
64,Late Field Goal Keeps Jets Perfect Doug Brien kicked a 38-yard field goal with 58 seconds remaining to lift the Jets to a victory and move them to 4-0 for the second time in franchise history.,0
65,"U.S.: Rebels Aided by Sources in Syria Based on information gathered during the recent fighting in Fallujah, Baghdad and elsewhere in the Sunni Triangle, officials said that a handful of senior Iraqi Baathists operating in Syria are collecting money and turning it over to the insurgency.",0
66,"Saddam Fit and Well After Hernia Operation  BAGHDAD (Reuters) - Saddam Hussein underwent a hernia  operation at a U.S.-run hospital inside Baghdad's Green Zone  two weeks ago and has made a full recovery, a U.S. military  official said Wednesday.",0
67,Rafique and Mortaza restrict India in second Bangladesh Test (AFP) AFP - Mohammad Rafique and Mashrafe Mortaza shared five wickets as Bangladesh restricted India to 413-7 at lunch on the second day of the second and final Test here.,0
68,Czech helicopter accident kills six British soldiers SIX British soldiers died yesterday when their low-flying helicopter hit electricity cables and spiralled out of control in the Czech Republic.,0
69,Football: England v Poland Sven-Goran Eriksson may gamble by playing goalkeeper Paul Robinson and striker Jermain Defoe in Poland.,0
70,"In Lebanon's refugee camps, Palestinians unite to mourn AIN EL HELWEH, Lebanon -- Shops and schools in this southern Palestinian refugee camp remained closed all weekend, mosque loudspeakers blared out Koranic verses, and soot from tires set alight when Yasser Arafat's death was announced settled on cars.",0
71,"A Leap at Freedom for Afghan Wives Three years after the fall of the Taliban, women remain subject to many legal, religious and cultural restrictions and domestic violence is endemic.",0
72,Howard Dean Considering Bid to Chair Dems (AP) AP - Former presidential candidate Howard Dean is considering a bid to become chairman of the national Democratic Party.,0
73," quot;Road-map quot; peace plan for Gaza Strip The Israeli government does not intend to honour the US-backed road map to peace in the Middle East once it has completed a planned pullout from Gaza, an Israeli newspaper reported today.",0
74,"Japan on alert as suspected Chinese sub found in territorial &lt;b&gt;...&lt;/b&gt; TOKYO : Japan was on alert after a suspected Chinese nuclear submarine entered its territorial waters, prompting Prime Minister Junichiro Koizumi to voice concern, officials and reports said.",0
75,"U.S. to Give Cuba  #36;50,000 Hurricane Aid (AP) AP - Cubans hit hard by hurricane Charley will receive  #36;50,000 in U.S. assistance, the State Department said Friday.",0
76,"Woman Lives With 6,000 Scorpions, Claims New Record KUALA LUMPUR, Malaysia -- A Malaysian woman has claimed a new world record after living with over 6,000 scorpions for 36 days straight.",0
77,"3 blasts in Spain after ETA threat At least three bombs have exploded in central areas of Spanish cities, according to the Spanish interior ministry following a warning by the Basque separatist group ETA.",0
78,"Sadr City Erupts Anew BAGHDAD, 8 September 2004 - Fierce fighting between followers of Shiite cleric Moqtada Sadr and US forces in the Baghdad slum of Sadr City yesterday killed at least 37 people, including two American soldiers, and injured over 200.",0
79,Congress Passes Stop-Gap Measure to Fund Government (Reuters) Reuters - The U.S. Congress was forced to pass\a temporary measure keeping the government open on Wednesday\after one embarrassing clause allowing lawmakers to see\individual tax returns held up a crucial  #36;388 billion spending\bill.,0
80,"Sun-shy female commuters fuel an Asian fad Part hat, part mask, part visor, it's a new piece of bicycle headgear.",0
81,"Woods Marries Swedish Model in Barbados SANDY LANE BEACH, Barbados - Tiger Woods married Swedish model Elin Nordegren at an exclusive resort in Barbados, according to witnesses. The sunset ceremony reportedly cost \$1.5 million...",0
82,"Europe Invites Turkey to Hold Membership Talks Next October Despite widespread public opposition, the European Union #39;s political leaders said late Thursday that Turkey had made sufficient progress in political and economic reforms ",0
83,Koizumi Visits Brazil's Expatriate Haven (AP) AP - Japanese Prime Minister Junichiro Koizumi arrived in Brazil on Tuesday on the first leg of a three-country trip that will also include Mexico and the United States.,0
84,"Senate Hears Testimony on Porn Addiction (AP) AP - Comparing pornography to heroin, researchers on Thursday called on Congress to finance studies on ""porn addiction"" and launch a public health campaign about the dangers.",0
85,"Car Bomb Explodes South of Baghdad; 2 Dead BAGHDAD, Iraq - A car bomb exploded in a town south of Baghdad on Wednesday, killing two people and injuring 10, the latest in a spate of attacks that have killed some 150 people in the last four days.    Meanwhile Wednesday, militants released a Turkish man taken hostage in Iraq, according to a videotape obtained by Associated Press Television News...",0
86,"Smith Reinjures Knee in U.S. Hoops Win ATHENS, Greece - This latest victory for the U.S. women's basketball team came with a scare - from an injury, not the opponent...",0
87,"Experts urge stronger action against wildlife poachers 5 October 2004 - Law enforcement experts are urging stronger action against poachers or smugglers of endangered species, but warn that many countries lack the ability to fight wildlife crimes, the United Nations Environment Programme (UNEP) said today.",0
88,"Burundian rebels: we #39;re ready to defend ourselves in court in &lt;b&gt;...&lt;/b&gt; Leaders of a Burundian rebel group said Friday they were ready to defend themselves in an international court against war crimes charges after they took responsibility for the massacre of 163 refugees, their spokesman said.",0
89,"At Penn State, Concerns Grow Over a Fading Football Legend Alumni, fans and some former players are asking if Coach Joe Paterno is still capable of meeting the enormous expectations of the football empire he built.",0
90,"EG coup plans aired in court Pretoria - Nick du Toit and Simon Mann were the masterminds of a planned coup in Equatorial Guinea, and Sir Mark Thatcher, who has denied involvement, was financially implicated.",0
91,"Most terror attacks cost al-Qaida little, report finds The al-Qaida terrorist network spent less than \$50,000 on each of its major attacks except for the Sept. 11, 2001, suicide hijackings, and one of its hallmarks is using ",0
92,Resolution of problems with Pakistan will take time: Manmohan NEW YORK: Indias Prime Minister Manmohan Singh said the complicated problems between Pakistan and India would take time for resolution.,0
93,"Bush and Kerry Clash on Taxes, Health Care (Reuters) Reuters - President Bush and Democratic Sen.\John Kerry battled over health care, jobs and taxes in their\final debate on Wednesday, with Bush criticizing Kerry's\""far-left"" Senate record and Kerry arguing the middle class had\lost ground under the president.",0
94,"Give back our sacred heritage, Mr Blair Addis Ababa - Ethiopian campaigners pressed British Prime Minister Tony Blair to return sacred Ethiopian objects and ancient artefacts that were looted by British troops more than a century ago.",0
95,"Prosecutors Ready to Wrap Up Peterson Case REDWOOD CITY, Calif. - As they prepare to wrap up their murder case against Scott Peterson in the death of his pregnant wife Laci, even prosecutors have acknowledged their case has at times left jurors scratching their heads...",0
96,"N.Korea Says South Has Nuclear Arms, Rejects Talks  SEOUL (Reuters) - North Korea Saturday dashed the South's  hope of quickly resuming bilateral talks between the two old  Cold War enemies, declaring there is no hope for progress  unless South Korea's nuclear experiments are fully  investigated.",0
97,"Nigerian President Says AU Willing to Send 3,000 Troops to Darfur Nigeria #39;s President Olusegun Obasanjo says the African Union is ready to send 3,000 troops to Sudan #39;s western Darfur region.",0
98,"Six killed at National Guard post near Baghdad A mortar attack on Iraqi National Guard headquarters north of Baghdad killed at least six people Tuesday, the US military said. Iraqi security services, such as police stations and National ",0
99,"Bomb Explodes Near U.S. Convoy in Baghdad (AP) AP - A roadside bomb exploded Monday near a U.S. military convoy in central Baghdad, causing some casualties, the Iraqi Interior Ministry said.",0
100,"U.S. Says Iran 'Isolated' in Nuclear Quest (Reuters) Reuters - A senior U.S. official said on Saturday\Iran was ""completely isolated"" in what he called its pursuit of\nuclear weapons and that this would be reflected in a draft\resolution to be debated by the U.N. nuclear watchdog.",0
101,"China wants answers on oil-for-food CHINA today called for a swift resolution to the Iraqi oil-for-food scandal, saying it wanted to see an independent and objective investigation.",0
102,Iran Wants Syria Cooperation in Face of U.S. Pressure  DAMASCUS (Reuters) - Iranian President Mohammad Khatami  said on Thursday Syria and Iran had to cooperate for the sake  of peace in the Middle East and in the face of pressure from  the United States.,0
103,"Nobel prizes to be announced in October, Blair and Bush in the running (AFP) AFP - The 2004 Nobel prizes will be announced between October 4 and 11, the Nobel Foundation said, with US president George W. Bush and British Prime Minister Tony Blair in the running for the prestigious Peace Prize.",0
104,Protest rocks Aboriginal island Protesters on an Aboriginal island in Australia storm the local police station after the death of a man in custody.,0
105,The US Approach to Climate Change There is a major UN climate change meeting underway in Buenos Aires: the tenth Conference of the Parties to the United Nations Framework Convention on Climate Change (COP-10).,0
106,"Embassy blast hurts nine A SMALL device planted outside the Indonesian Embassy in Paris exploded early today, slightly injuring nine people, including four embassy workers, authorities said.",0
107,Iraqi president warns a 'Hitler' could emerge LONDON -- Iraq's interim President Ghazi al-Yawer warned in an interview published yesterday that long-term instability and violence in his country could create the conditions for an ''Iraqi Hitler quot; to emerge.,0
108,"Barroso Urges Turkey to Go Extra Mile on EU Talks  BRUSSELS (Reuters) - The European Commission president  urged Turkey on Thursday to ""go the extra mile"" to show  Europeans it is ready for EU membership talks as the bloc  prepared to approve them despite misgivings by many EU voters.",0
109,Briton #39;s Kidnappers  #39;Negotiating with Afghan Government #39; A militant group threatening to kill three United Nations hostages including a British woman said today it was talking to the Afghan government about its demand to free Taliban prisoners.,0
110,"2 Kidnapped in Iraq; 30 Killed in Fallujah BAGHDAD, Iraq - A team of kidnappers grabbed two Americans and a Briton in a dawn raid on their home on a leafy Baghdad street Thursday - a bold abduction that underlines the increasing danger for foreigners in the embattled capital as violence soars ahead of national elections planned for early next year.    West of the capital, U.S...",0
111,"Charley Damage Estimated at \$11 Billion PUNTA GORDA, Fla. - As Florida residents began sweeping up the wreckage left behind by Hurricane Charley, officials on Sunday estimated damages as high as \$11 billion for insured homes alone...",0
112,"Death Toll Varies in Blast at Sinai Resort TABA, Egypt - A car bomb and a suicide bomber tore through a resort hotel in Egypt's Sinai Peninsula where Israelis were vacationing at the end of a Jewish holiday Thursday night. Estimates of the death toll ranged from 19 to about 60...",0
113,"Charles tries to pacify subjects : Britains Prince Charles, under fire for being old fashioned and elitist, battled today to convince his future subjects he is not out of touch.",0
114,Mother of Dead UK Soldier to Sue Government  LONDON (Reuters) - The mother of a young British soldier  killed in Iraq said on Monday she intended to sue the Ministry  of Defense for negligence because it failed to supply him with  hi-tech defensive equipment.,0
115,"Milosevic puts war court on trial Wednesday, judges adjourned the trial for one month to give Milosevic #39;s lawyers more time to call reluctant witnesses. By Peter Ford  Staff writer of The Christian Science Monitor.",0
116,"Real-life rescue played out on TV IN A drama played out live on Japanese television, a two-year-old boy was rescued from beneath huge boulders yesterday, four days after a deadly earthquake triggered a landslide that buried the car carrying him and his family.",0
117,"US Says Iran Increasingly Isolated, Pressured, on Nuclear Issue The Bush administration says the new International Atomic Energy Agency resolution on Iran shows that Tehran is increasingly isolated over its nuclear program.",0
118,"Peace talks face troubles in Sadr on weapons handover Peace talks between the Iraqi government and the office of radical Shiite cleric Moqtada al-Sadron his army #39;s weapons were facing troubles, the Dubai-based al-Arabiya TV channel reported Monday.",0
119,Colombia Says Rebels Planned to Kill Bush A top official in Colombia says the country #39;s largest Marxist rebel group targeted President Bush for assassination when he visited Cartagena this past week.,0
120,Envoy: Iraq Elections to Happen on Time (AP) AP - The top U.S. official in Baghdad said Monday that nationwide elections would be held in Iraq early next year as scheduled regardless of how large a U.N. presence the world body manages to send to oversee the vote.,0
121,"Indonesia #39;s Yudhoyono Wins Presidential Election (Update2) Susilo Bambang Yudhoyono has won Indonesia #39;s presidential election after the former general garnered support from three-fifths of voters, the General Election Commission said.",0
122,ETA after explosions at Madrid December 05 2004 1700CET- Several explosions took place at various petrol stations at the outskirts of the capital city of ,0
123,"Afghan refugee vote drive hailed A four-day voter registration drive signs up 650,000 Afghan refugees in Pakistan for Saturday's landmark election.",0
124,"Kerik Named to Lead Homeland Security (AP) AP - President Bush has chosen former New York police commissioner Bernard Kerik, who helped direct the emergency response to the Sept. 11 terrorist strikes against the Twin Towers, to lead the Homeland Security Department, charged with safeguarding Americans from future attack, administration officials said Thursday.",0
125,"Car Bomb in Iraq Kills Two, Wounds 60 BAGHDAD, Iraq - A suicide attacker exploded a car bomb Thursday outside the mayor's office in the Abu Ghraib area west of Baghdad, killing at least two people and wounding 60, including at four U.S. soldiers, Iraqi and coalition officials said...",0
126,Australia accused over  #39;fair trial #39; call Canberra has been accused of playing politics after it called on Washington to ensure the military trials of two Australians are conducted fairly.,0
127,"After ceasefire, Sadr looks to elections The rebel cleric Muqtada al-Sadr has ordered his Mahdi Army militia to halt attacks on coalition and Iraqi Government forces, as aides said he was ready to join the US-backed political process.",0
128,"Falluja victims, 56 killed, 40 injured At least 13 Iraqis were killed and other 50 injured most of them are members of the Iraqi police in a booby trapped car explosion that targeted a main inspection point for the Iraqi police at al-Rasheed street in the downtown of Baghdad.",0
129,"US, Iraqi Troops Occupy Fallujah as Violence Spreads Other Cities American and Iraqi forces are almost entirely in control of Fallujah, after a week of fighting in which 38 American troops, six Iraqi soldiers and an estimated 1,200 insurgents have been killed.",0
130,"Kerry saddened at death of 'Superman' Christopher Reeve (AFP) AFP - Democratic presidential candidate Senator John Kerry hailed actor Christopher Reeve  quot;America's hero, quot; and vowed to keep up the campaign for stem cell research championed by the man known best as  quot;Superman. quot;",0
131,"MGM studios to be bought by Sony Metro-Goldwyn-Mayer, Hollywood's last major independent, is set to accept a Sony offer worth \$5bn.",0
132,"The other November elections In November 2004, Lebanese President Emil Lahoud will complete his six-year term. Parliament, according to the constitution, has to elect the new president (from the Maronite Christian community).",0
133,'Men fled' from bridge death spot Murder trial witnesses say they heard screams and saw men running from where a British backpacker was found dead.,0
134,"Guardian panel Nobody is quaking The Guardian panel, broadly representative of people across Britain, was established in the run-up to the last general election. In 2001 most of the respondents, after some reservations, backed Labour.",0
135,"New Attack Kills Six More in India Strife GAUHATI, India - Suspected rebels woke up sleeping villagers in northeastern India and fired on them with automatic weapons early Monday, killing six and raising the death toll to 63 from three days of violence in a region where dozens of ethnic rebel groups are fighting for separate homelands.    Seven people also were wounded when the group of heavily armed militants descended on Gelapukhuri, a village 130 miles north of Gauhati, the capital of Assam state, said police officer P...",0
136,Howard wins historic fourth term Prime Minister John Howard is set to become the second longest serving Prime Minister after the Coalition #39;s convincing win in yesterday #39;s federal election.,0
137,Karzai #39;s Running Mate Escapes Afghan Mine Blast Afghan President Hamid Karzai #39;s running mate for Saturday #39;s historic presidential election escaped unhurt Wednesday when a mine exploded under his convoy in the remote northeast of the country.,0
138,NZ deports Israeli 'spies' Two suspected Israeli spies convicted of trying to obtain a false passport are deported from New Zealand.,0
139,"Two Munch paintings taken in museum heist OSLO -- Armed, masked thieves burst into a lightly guarded Oslo museum yesterday and snatched the Edvard Munch masterpiece  quot;The Scream quot; and a second Munch painting from the walls as stunned visitors watched.",0
140,"UN Reports More Darfur Violence, Displaced Camps on Edge  KHARTOUM (Reuters) - African monitors will investigate  reports of attacks by both African rebels and Arab militias on  refugee camps and villages in Sudan's traumatized Darfur  region, the United Nations said on Tuesday.",0
141,"Pakistan cracks down terrorism A man accused of involvement in a bombing in Pakistan has been arrested by police. Naveedul Hasan, suspected of taking part in a bomb blast in front of the US Consulate in Karachi ",0
142,"EU presses US to follow suit, after Russia ratifies Kyoto (AFP) AFP - The European Union executive welcomed the Russian parliament's ratification of the Kyoto Protocol on global climate change -- and immediately called on the United States to follow suit.",0
